name_title,description
Intelligent Design Lacey Geometric Comforter Set,"Full circle fashion! Enjoy a fun and vibrant bedroom when you add this geometric Lacey comforter set to the mix.   geometric circles and stripes in teal and purple complementary gray stripes on back decorative flange trim on sham(s) includes coordinating decorative pillows 4-piece Twin/Twin XL set includes: comforter sham 2 decorative pillows 5-piece Full/Queen set includes: comforter 2 shams 2 decorative pillows Polyester comforter and decorative pillows with polyester fill; polyester shams. Washable; spot clean decorative pillows. Imported. Twin/Twin XL: comforter is 68x90""; decorative pillows are 16x16"" and 18x12"" Full/Queen: comforter is 90x90""; decorative pillows are 16x16"" and 18x12"""
As Seen On TV ZippySack™ Dino Fitted Fleece Blanket,"This adorable, dinosaur-themed fleece blanket fits on a bed just like a fitted sheet, staying in place and keeping kids warm all night long. In the morning, just zip, flip and make the bed in seconds. soft, cuddly fleece fabric easy-open zipper fits most Twin beds up to 12"" thick perfect for sleepovers and camping Polyester. Measures 39x75"". Washable. Imported."
Call It Spring™ Evelaines Peep-Toe Slingbacks,"  It's a party in your peep toes! These fabric slingback pumps are statement makers that can be dressed up or down for practically any occasion.   man-made textile upper 3 ¾"" covered heel platform peep toe pull on with slingback strap rubber sole CALL IT SPRING IS AN ALDO GROUP BRAND."
Stylus™ Mid-Rise Slim-Fit Denim Skinny Ankle Pants - Tall,"Show off your long legs in style in our mid-rise, slim-fit ankle pants, knowing you'll be comfortable in them all day. zip fly with button closure 5-pocket styling 30½"" inseam cotton/rayon/polyester/spandex washable imported"
Ninety-Six Degrees Vacay Ready Pushup Midkini Swim Top,Amp up your breezy beach-day looks with the fabulous details and flirty silhouette of our pushup midkini swim top. adjustable straps fully lined molded underwire cups nylon/spandex washable imported
Personalized Script Name Ring,"Your name in script sets the stage for a beautiful ring you’ll cherish for years to come. Made in America.Metal: 14K yellow or white gold, 10K yellow or white gold, 14K yellow gold over sterling silver or sterling silverDimensions: 1.7mmPersonalize: Up to 8 script lettersJewelry photos are enlarged to show detail."
Sango Omega 16-pc. Reactive Glaze Dinnerware Set,"Add dimension to your table with this 16-piece dinnerware set featuring a smooth finish that gives each piece a distinctive crackled look.   high-fired stoneware handcrafted look reactive glazed finish makes each piece unique microwave safe 16-piece set includes: four 11"" dinner plates four 8"" salad plates four 7½"" bowls four 12-ounce mugs Stoneware. Dishwasher safe. Imported."
CLOSEOUT! Lab-Created Ruby & Diamond-Accent Pendant,"The color of love, this red ruby pendant impresses with its intricate cushion cut and its rose-tone setting with diamond accents and filigree detailing. Timeless, yet trendy, it's a pendant you'll treasure forever.   Metal: Rose-tone sterling silver Stones: Lab-created cushion-cut red ruby Other Stones: Diamond accents Setting: Bezel and pavé Length: 18"" Some diamonds may consist of fewer than 17 facets. Gemstones may be treated and may require special care.  Jewelry photos are enlarged to show detail.  "
Bonnie Jean® Sleeveless Medallion Sundress - Preschool Girls 4-6x,Lace insets add a pretty touch to this vibrant medallion-print dress she’ll love to twirl in. sleeveless lace insets dress: polyester/spandex lace: cotton/nylon netting: polyester washable imported
Call It Spring™ Winelac Mens Casual Shoes,"Slip into casual comfort that you can wear anywhere, with easy slip-on shoes from Call It Spring.   synthetic upper textile lining rubber sole CALL IT SPRING IS AN ALDO GROUP BRAND"
Xersion™ Quick-Dri Short-Sleeve Polo Shirt,"Collar up and cool down in this soft polo from Xersion, featuring sweat-wicking technology to help keep you dry. moisture-wicking fabric self collar 3-button placket polyester washable imported"
Skechers® Milford Men's Moc-Toe Slip-On Shoes,"When cozy comfort is what you're looking for, our Skechers slip-on shoes deliver.   textile/leather upper slip on relaxed fit and memory foam rubber sole"
Dickies® Womens Slim Stretch Bootcut Pants - Short,These jeans provide a good looking fit with the sturdy design that you've come to expect from Dickies. brushed fabric for extra softness contour waistband with stretch interlining prevents gapping in the back slim fit hook-and-eye closure provides a smooth clean front midrise bootcut flat front 4-pocket styling two back welt pockets cotton/spandex washable imported
Alfred Dunner® Acapulco Print Capris,"Our capris are made with comfortable cotton and a fun print design that's perfect for travel or a relaxed weekend at home. flat front, elastic back pull on straight leg high rise cotton/spandex washable imported misses: 16"" inseam petite: 15"" inseam"
"Inspired Moments™ ""I Love You To The Moon and Back"" Bracelet Sterling Silver","A gift from the heart. Open up and share with mom just what an important role she plays in your life. This sterling silver bracelet features a heart-shaped charm inscribed with ""I love you to the moon and back"".    Metal: Sterling silver Closure: Toggle Length: 7 1/2"" chain Dimensions: .66mm wide Jewelry photos are enlarged to show detail."
Diamond Accent Stainless Steel & Black IP Cross Band,Metal: Grey and black ion-plated (IP) stainless steel Stones: Round diamond accents Color: I-J Clarity: I2-I3 Band Width: 8mmSome diamonds may consist of fewer than 17 facets.Jewelry photos are enlarged to show detail.
Bakers Dreamer Ankle-Strap Heeled Sandals,"Stop traffic in our sky-high ankle-strap sandals featuring soft satin fabric and shiny acrylic accents. polyester/acrylic 4¼"" heel buckled strap rubber sole"
Home Expressions™ Harley Plaid Complete Bedding Set with Sheets,"Embrace your wild side and bring the feeling of the open road to your bedroom with our Harley complete bedding set. Harley print polyester with polyester fill washable twin: comforter is 66x86"" twin xl: comforter is 66x92"" full: comforter is 76x86"" queen: comforter is 88x92"" king: comforter is 101x92"" imported 5-pc. twin and twin xl set includes: 1 comforter 1 sham 1 flat sheet 1 fitted sheet 1 pillowcase 7-pc. full, queen and king set includes: 1 comforter 2 shams 1 flat sheet 1 fitted sheet 2 pillowcases Coordinating accessories sold separately. Twin, twin xl, full and queen sets include standard sham(s) and pillowcase(s). King set includes king shams and pillowcases."
Melissa & Doug® BonBon Bear,"Bear hugs are super sweet with this cuddly bear from Melissa & Doug. 11"" long polyester/plastic spot clean imported"
"Men's Wedding Band, 2mm 14K Gold","This simple 14K yellow gold men's wedding band is bold and good-looking, just like the man of your dreams.   Metal: 14K yellow gold Width: 2mm Jewelry photos are enlarged to show detail."
Kolcraft® Contours® Classique™ 3-in-1 Bassinet,"A bassinet, Moses basket and changing table in one makes this Classique bassinet an extremely useful, convenient item.   removable Moses basket large storage basked under the bassinet hanging organizer with diaper stacker mesh side windows for increased air flow quilted and padded interior fabric vinyl covered mattress easy-roll, locking casters allow you to move from room to room bassinet for babies up to 3 months and less than 15 lbs. changing table for babies up to 25 lbs. 20x34.5x35.75"" assembly required; instructions included JPMA certified solid wood frame cotton/polyester/nylon; polyester fill spot clean imported"
Total Girl® Embellished Bermuda Shorts - Girls 7-16 and Plus,These embellished bermuda shorts add fashion-forward flair to any laidback look. 5-pocket styling zip fly with button closure rhinestone detail ramie/cotton/polyester/spandex washable imported
I. Miller® Noriana Asymmetrical Platform Sandals,"Flaunting an asymmetrical style with eye-catching glimmer, these swanky platform sandals are perfect for everything from fancy dinners to glamorous galas. synthetic upper refined glitter upper gored back strap for comfortable fit 2¾"" heel ½"" platform synthetic sole  "
Geneva Mens Blue Dial Navy Silicone Strap Watch,"It’s hard not to notice your sophisticated style when you’re wearing this watch. A blue enamel dial has easy-read numerals and is framed by a sporty bezel.   Brand: Geneva Dial Color: Blue Strap: Navy silicone Movement: Quartz Bracelet Dimensions: 9"" long; 22mm wide Model No.: 33474   Jewelry photos are enlarged to show detail."
Okie Dokie® Short-Sleeve Raglan Bodysuit - Baby Boys newborn-24m,"Keep him comfortable all day with our raglan bodysuit, featuring an easy-to-use snap closure. snap button closure 100% cotton washable imported"
Okie Dokie® Print Leggings - Baby Girls newborn-24m,  She'll stay comfortable all day in these classic cotton leggings.   elastic waist 100% cotton washable imported
a.n.a® 5-Pocket Denim Skirt - Plus,"Feel confident and chic in our slim-fit denim skirt, with five stylish pockets for just the right amount of flair. mid rise slim fit 1 front coin pocket, 2 front pockets 2 back patch pockets 20½"" length cotton/elastane washable imported"
Xersion™ Jagger Girls Athletic Shoes - Little Kids/Big Kids,"During any kind of activity, she’ll have all the right moves when she wears these athletic shoes.   construction mesh/synthetic upper EVA sole   details lace op  "
